City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
454,Kamina,CD,-8.7386,24.9906,79.77,58,13,8.97,few clouds
455,Lucapa,AO,-8.4192,20.7447,78.19,77,99,6.22,light rain
456,Finnsnes,NO,69.2296,17.9811,6.8,92,20,2.3,few clouds
457,Walvis Bay,NA,-22.9575,14.5053,77.0,50,41,12.66,scattered clouds
458,Farafangana,MG,-22.8167,47.8333,84.52,72,81,9.4,broken clouds
459,Huntley,US,42.1681,-88.4281,19.0,86,64,8.46,broken clouds
460,Zverinogolovskoye,RU,54.4586,64.8542,4.73,91,100,9.64,overcast clouds
461,Wajir,KE,1.7471,40.0573,99.68,16,100,14.25,overcast clouds
462,Sint-Truiden,BE,50.8154,5.184,48.2,87,75,14.97,broken clouds
463,Hambantota,LK,6.1241,81.1185,80.6,94,75,4.61,light rain
464,Evensk,RU,61.95,159.2333,-13.47,74,0,12.01,clear sky
465,Fuyu,CN,45.1833,124.8167,-4.9,87,0,8.48,clear sky
466,Moissala,TD,8.3404,17.7663,99.81,8,3,8.05,clear sky
467,Elat,IL,29.5581,34.9482,69.8,35,0,5.99,clear sky
468,Estelle,US,29.8458,-90.1067,52.0,87,20,8.05,few clouds
469,Stornoway,GB,58.2093,-6.3865,42.8,87,20,5.75,few clouds
470,Camacha,PT,33.0833,-16.3333,64.4,63,40,14.97,scattered clouds
471,Talnakh,RU,69.4865,88.3972,-23.24,86,100,3.98,overcast clouds
472,Makat,KZ,47.6469,53.3463,16.56,93,31,11.88,scattered clouds
473,Matagami,CA,49.7502,-77.6328,-0.4,92,90,3.44,light snow
474,Gimbi,ET,9.1667,35.8333,83.52,15,14,5.64,few clouds
475,Farad,HU,47.6063,17.2002,39.99,60,0,6.91,clear sky
476,Monzon,ES,41.9108,0.1941,48.2,71,0,2.3,clear sky
477,Tessalit,ML,20.1986,1.0114,82.27,12,62,14.92,broken clouds
478,Si Bun Ruang,TH,16.9667,102.2833,70.0,79,0,4.43,clear sky
479,Vostok,RU,46.4856,135.8833,-21.77,87,97,5.37,overcast clouds
480,Nelson Bay,AU,-32.7167,152.15,68.0,77,90,15.19,overcast clouds
481,Creston,US,41.0586,-94.3614,30.2,100,90,13.8,overcast clouds
482,Campos Belos,BR,-13.0367,-46.7717,79.52,69,6,4.07,light rain
483,Orlik,RU,52.5178,99.825,6.6,85,11,7.61,few clouds
484,Bonga,ET,7.2833,36.2333,86.0,20,73,0.96,broken clouds
485,Akdepe,TM,42.0551,59.3788,42.8,81,90,16.11,overcast clouds
486,Dafeng,CN,23.4517,108.5881,60.67,45,0,5.97,clear sky
487,Peniche,PT,39.3558,-9.3811,55.99,78,100,11.01,overcast clouds
488,Okha,RU,53.5739,142.9478,-14.15,83,100,27.11,overcast clouds
489,Katsuura,JP,35.1333,140.3,37.0,29,0,1.01,clear sky
490,Oistins,BB,13.0667,-59.5333,78.8,78,40,26.46,scattered clouds
491,Sabang,ID,5.8933,95.3214,80.62,80,100,17.49,moderate rain
492,Pauini,BR,-7.7136,-66.9764,72.37,98,100,1.81,light rain
493,Kibala,TD,9.1104,18.3463,95.0,15,0,9.22,clear sky
494,Kutum,SD,14.2,24.6667,79.65,15,0,9.73,clear sky
495,Cavalcante,BR,-13.7975,-47.4583,77.58,68,2,6.6,light rain
496,Khandyga,RU,62.6667,135.6,-44.63,79,100,0.65,overcast clouds
497,Young,UY,-32.6833,-57.6333,80.01,46,0,1.99,clear sky
498,Garowe,SO,8.4054,48.4845,89.46,12,94,17.98,overcast clouds
499,Opuwo,NA,-18.0607,13.84,77.88,45,100,4.79,overcast clouds
500,Suntar,RU,62.1444,117.6319,-34.58,82,100,7.38,overcast clouds
501,Udachnyy,RU,66.4167,112.4,-57.42,51,81,3.18,broken clouds
502,Mpongwe,ZM,-13.5091,28.155,77.85,68,65,5.06,broken clouds
503,Yanam,IN,16.7333,82.2167,82.4,69,0,6.91,haze
504,Moissac,FR,44.1024,1.0945,52.0,76,0,9.22,clear sky
505,Coquimbo,CL,-29.9533,-71.3436,60.8,82,90,4.61,overcast clouds
506,Shimoda,JP,34.6667,138.95,30.0,69,83,11.45,broken clouds
507,Mogadishu,SO,2.0371,45.3438,82.11,58,97,24.2,overcast clouds
508,Bani Walid,LY,31.7566,13.9942,57.38,46,98,11.18,overcast clouds
509,Turukhansk,RU,65.8167,87.9833,-18.06,88,100,4.63,overcast clouds
510,San Patricio,US,28.017,-97.5169,69.8,83,90,17.27,overcast clouds
511,Tecoanapa,MX,16.5167,-98.75,73.58,78,0,3.8,clear sky
512,Zavoronezhskoye,RU,52.8801,40.5526,-3.35,92,90,3.02,overcast clouds
513,Ojdula,RO,45.9833,26.25,21.99,81,100,7.7,overcast clouds
514,Moerai,PF,-22.4333,-151.3333,80.11,76,92,12.28,overcast clouds
515,Novaya Zaimka,RU,56.4857,66.9241,-6.07,88,100,4.63,overcast clouds
516,Lasa,IT,46.6166,10.7002,37.99,55,0,6.91,clear sky
517,Abu Samrah,SY,35.3029,37.1841,48.69,75,95,8.86,overcast clouds
518,San Quintin,MX,30.4833,-115.95,59.85,78,92,8.14,overcast clouds
519,Portland,US,45.5234,-122.6762,37.0,86,1,4.61,mist
520,Tarazona,ES,41.9,-1.7333,48.99,87,75,4.61,broken clouds
521,Nagornyy,RU,52.7959,83.5498,-0.4,78,0,8.95,clear sky
522,Sioux Lookout,CA,50.1001,-91.917,-5.8,84,90,2.3,light snow
523,Balykshi,KZ,47.0667,51.8667,19.4,79,40,13.42,scattered clouds
524,Batemans Bay,AU,-35.7167,150.1833,62.01,68,100,4.0,overcast clouds
525,Praia,CV,14.9215,-23.5087,75.2,53,100,23.02,overcast clouds
526,Kavaratti,IN,10.5669,72.642,82.56,65,0,1.66,clear sky
527,Jinka,ET,5.65,36.65,88.54,22,11,1.57,few clouds
528,Verkhnyaya Inta,RU,65.9811,60.3094,-4.16,92,100,7.31,light snow
529,Salto Del Guaira,PY,-24.0625,-54.3069,72.61,95,100,5.17,overcast clouds
530,Martapura,ID,-3.4167,114.85,80.6,89,90,4.61,overcast clouds
531,Derzhavinsk,KZ,51.1,66.3167,8.01,93,100,16.44,overcast clouds
532,Saucillo,MX,28.0167,-105.2833,54.3,38,100,6.98,overcast clouds
533,Arica,CL,-18.475,-70.3042,73.4,56,0,3.44,clear sky
534,Corinto,GR,37.9407,22.9573,46.99,49,2,4.0,clear sky
535,Hualmay,PE,-11.0964,-77.6139,72.52,74,89,4.29,overcast clouds
536,Sosnovka,RU,56.255,51.2842,4.06,94,100,3.91,snow
537,Kulhudhuffushi,MV,6.6221,73.07,82.02,67,0,8.7,clear sky
538,Emmett,US,43.8735,-116.4993,28.99,76,0,5.01,clear sky
539,Botucatu,BR,-22.8858,-48.445,74.17,87,100,6.38,moderate rain
540,Catuday,PH,16.2923,119.8062,77.7,72,100,4.12,overcast clouds
541,Campo Maior,BR,-4.8278,-42.1686,80.64,80,100,4.68,overcast clouds
542,Batagay-Alyta,RU,67.8006,130.4114,-32.19,82,99,2.75,overcast clouds
543,Wembley,AU,-31.9333,115.8,77.0,78,40,8.05,scattered clouds
544,Sungairaya,ID,0.7,108.9,78.13,86,79,8.39,broken clouds
545,Harlingen,US,26.1906,-97.6961,69.01,94,20,14.97,few clouds
546,Sauce,UY,-34.6469,-56.0628,78.8,50,0,10.36,clear sky
547,Sinjar,IQ,36.3209,41.8754,52.74,56,88,14.72,overcast clouds
548,Toora-Khem,RU,52.4675,96.11,7.7,92,92,2.93,overcast clouds
549,Neftcala,AZ,39.3742,49.2472,42.04,82,100,22.37,overcast clouds
550,Kathmandu,NP,27.7167,85.3167,55.4,62,20,2.3,few clouds
551,Manokwari,ID,-0.8667,134.0833,79.97,73,22,1.68,few clouds
552,Chara,RU,56.9064,118.2631,-14.46,82,100,1.59,overcast clouds
553,Petrovsk-Zabaykalskiy,RU,51.273,108.843,3.79,90,97,1.23,overcast clouds
554,Kungur,RU,57.4368,56.9593,12.16,92,100,10.0,overcast clouds
555,Lidkoping,SE,58.5052,13.1577,33.8,93,75,11.5,snow
556,Roebourne,AU,-20.7833,117.1333,90.97,55,2,10.67,light rain
557,Bharatpur,IN,27.2167,77.4833,62.38,56,0,4.27,clear sky
558,Coahuayana,MX,18.7333,-103.6833,69.58,69,98,3.65,overcast clouds
559,Berlevag,NO,70.8578,29.0864,26.6,68,75,9.22,light snow
560,Warwick,US,41.7001,-71.4162,30.99,74,20,5.75,few clouds
561,Bull Savanna,JM,17.8868,-77.5902,73.15,81,99,8.68,overcast clouds
562,Yoichi,JP,43.2039,140.7703,15.01,88,100,14.9,light snow
563,Uruzgan,AF,32.8333,66.0,47.75,50,0,0.43,clear sky
564,Dali,CN,25.7,100.1833,45.36,79,11,5.26,light rain
565,Punta Alta,AR,-38.8759,-62.0736,83.98,22,0,13.27,clear sky
566,Waverly,US,42.7392,-84.6208,26.6,74,90,9.22,overcast clouds
567,Masuguru,TZ,-11.3667,38.4167,93.11,50,100,2.35,overcast clouds
568,Alofi,NU,-19.0595,-169.9187,73.4,100,92,1.14,overcast clouds
569,Kapit,MY,2.0167,112.9333,74.89,94,100,2.1,light rain
570,Springbok,ZA,-29.6643,17.8865,83.88,20,0,17.43,clear sky
571,Matara,LK,5.9485,80.5353,78.3,87,2,6.17,light rain
572,Camocim,BR,-2.9022,-40.8411,81.86,74,79,10.98,broken clouds
573,Camana,PE,-16.6228,-72.7111,73.58,69,7,7.18,clear sky
574,Whitehorse,CA,60.7161,-135.0538,30.2,86,20,17.27,few clouds
575,Kumluca,TR,36.3703,30.2869,49.68,58,79,6.62,broken clouds
576,Sakakah,SA,29.9697,40.2064,68.0,19,0,16.11,clear sky
577,Kigoma,TZ,-4.8769,29.6267,77.0,73,75,5.75,broken clouds
578,Aloleng,PH,16.1307,119.7824,78.64,70,100,6.87,overcast clouds
579,Mastic Beach,US,40.7668,-72.8521,35.01,69,90,4.61,overcast clouds
580,Grand Gaube,MU,-20.0064,57.6608,84.0,78,0,5.01,clear sky
581,Ulaangom,MN,49.9811,92.0667,-18.62,86,65,1.7,broken clouds
582,Penalva,BR,-3.2942,-45.1736,80.82,88,100,4.14,overcast clouds
583,Belaya Gora,RU,68.5333,146.4167,-43.46,81,26,2.84,scattered clouds
584,Sawtell,AU,-30.3833,153.1,69.8,88,90,9.22,overcast clouds
585,Rio Gallegos,AR,-51.6226,-69.2181,59.0,47,40,12.66,scattered clouds
586,Ciudad Bolivar,VE,8.1222,-63.5497,79.39,71,80,12.08,broken clouds
587,Roald,NO,62.5833,6.1333,37.99,56,0,14.97,clear sky
588,Marsa Matruh,EG,31.3525,27.2453,59.0,63,75,12.66,light rain
589,Amalapuram,IN,16.5833,82.0167,82.4,69,0,6.91,haze
590,Houston,US,29.7633,-95.3633,64.99,82,90,6.91,overcast clouds
591,Yataity,PY,-26.3667,-56.0667,79.21,54,0,3.87,clear sky
592,Senanga,ZM,-16.1167,23.2667,78.15,75,94,6.46,moderate rain
593,Gunnedah,AU,-30.9833,150.25,68.0,75,0,4.0,clear sky
594,Ngorongoro,TZ,-3.2397,35.4875,65.57,85,87,0.67,moderate rain
595,Glendive,US,47.1053,-104.7125,25.0,86,20,10.36,few clouds
596,Ketchikan,US,55.3422,-131.6461,42.8,87,90,3.44,moderate rain
597,Kanniyakumari,IN,8.0833,77.5667,80.65,71,0,11.79,clear sky
598,Iskateley,RU,67.6803,53.1512,-9.08,90,100,11.72,overcast clouds
599,Isangel,VU,-19.55,169.2667,81.39,82,99,3.02,light rain
600,Asyut,EG,27.181,31.1837,64.4,39,0,11.5,clear sky
601,Krasnoshchekovo,RU,51.6708,82.7289,7.0,92,100,2.37,overcast clouds
602,Port Macquarie,AU,-31.4333,152.9167,66.2,100,90,4.61,overcast clouds
603,Cap Malheureux,MU,-19.9842,57.6142,84.0,78,0,5.01,clear sky
604,Zhangye,CN,38.9342,100.4517,21.85,70,85,6.62,overcast clouds
605,Baherden,TM,38.4362,57.4316,53.83,55,0,3.89,clear sky
606,Quebo,GW,11.3333,-14.9333,98.06,9,0,8.19,clear sky
607,Zatoka,UA,46.0725,30.4654,12.2,67,0,6.71,clear sky
608,Anori,BR,-3.7728,-61.6442,76.01,96,100,2.37,overcast clouds
609,Sabya,SA,17.1495,42.6254,87.8,58,20,11.5,few clouds
610,Ucluelet,CA,48.9329,-125.5528,37.99,91,100,4.14,overcast clouds
611,Salumbar,IN,24.1333,74.05,71.6,53,0,1.19,haze
612,Sinnamary,GF,5.3833,-52.95,80.62,75,21,13.13,few clouds
613,Palana,RU,59.1167,159.9667,-13.85,90,0,16.82,clear sky
614,Moyale,KE,3.5167,39.0584,90.97,15,100,12.95,overcast clouds
615,Vestmannaeyjar,IS,63.4427,-20.2734,33.8,64,20,19.57,few clouds
616,Kenai,US,60.5544,-151.2583,33.01,80,90,20.71,overcast clouds
617,Yanggu,CN,36.1106,115.7753,37.33,74,0,0.74,clear sky
618,Hirtshals,DK,57.5881,9.9592,35.6,93,75,9.22,broken clouds
619,Atasu,KZ,48.6814,71.6433,18.99,89,100,3.09,overcast clouds
620,Rawlins,US,41.7911,-107.2387,12.2,79,90,4.61,overcast clouds
621,Cam Ranh,VN,11.9214,109.1591,73.4,68,40,13.8,scattered clouds
622,Turochak,RU,52.2576,87.1224,7.23,93,100,1.63,overcast clouds
623,Christchurch,NZ,-43.5333,172.6333,53.01,58,100,8.05,overcast clouds
624,Hibbing,US,47.4272,-92.9377,-0.4,78,90,9.22,mist
625,Taunggyi,MM,20.7833,97.0333,53.46,84,6,3.96,clear sky
626,Aykhal,RU,66.0,111.5,-52.71,72,100,2.19,overcast clouds
627,Manado,ID,1.487,124.8455,80.6,83,40,1.14,scattered clouds
628,Mafeteng,LS,-29.823,27.2374,78.8,65,75,17.27,broken clouds
629,Sao Felix Do Xingu,BR,-6.6447,-51.995,78.69,90,85,0.29,moderate rain
630,Mahebourg,MU,-20.4081,57.7,84.2,79,75,13.8,broken clouds
631,Mayumba,GA,-3.432,10.6554,81.75,69,99,6.53,overcast clouds
632,Drochtersen,DE,53.7102,9.3846,39.99,94,100,5.01,overcast clouds
633,Kalat,PK,29.0225,66.5916,51.17,45,0,7.36,clear sky
634,Farafenni,GM,13.5667,-15.6,95.16,9,0,12.86,clear sky
635,Bagdarin,RU,54.4333,113.6,-14.93,86,75,0.65,broken clouds
636,Omidiyeh,IR,30.7597,49.705,71.6,46,0,11.5,clear sky
637,Ahipara,NZ,-35.1667,173.1667,66.74,89,100,14.43,overcast clouds
638,Abu Zabad,SD,12.35,29.25,87.22,12,9,19.35,clear sky
639,Imbituba,BR,-28.24,-48.6703,73.4,68,75,11.5,broken clouds
640,Aswan,EG,24.0934,32.907,70.29,22,100,14.18,overcast clouds
641,Aquiraz,BR,-3.9014,-38.3911,80.6,78,75,10.36,broken clouds
642,Gympie,AU,-26.1898,152.665,73.99,90,1,4.21,clear sky
643,Nouakchott,MR,18.0858,-15.9785,77.0,10,45,21.85,dust
644,Leshukonskoye,RU,64.8989,45.7622,16.66,97,100,8.48,light snow
645,Xai-Xai,MZ,-25.0519,33.6442,82.11,64,99,11.56,overcast clouds
646,Erenhot,CN,43.6475,111.9767,10.0,89,99,5.88,overcast clouds
647,Maldonado,UY,-34.6667,-54.9167,82.4,42,0,10.36,clear sky
648,Chengde,CN,40.9725,117.9361,14.54,86,0,0.72,clear sky
649,Porto Velho,BR,-8.7619,-63.9039,75.2,94,90,3.44,moderate rain
650,Villeneuve-Sur-Lot,FR,44.5,0.6667,51.01,76,0,9.22,clear sky
651,Kailua,US,21.4022,-157.7394,71.6,88,90,24.16,moderate rain
652,Loikaw,MM,19.6742,97.2094,61.32,63,0,5.12,clear sky
653,Vanimo,PG,-2.6741,141.3028,79.52,79,100,1.63,overcast clouds
654,Nioro,GM,13.35,-15.75,94.98,9,0,11.25,clear sky
655,Pingxiang,CN,27.6167,113.85,47.95,52,0,4.76,clear sky
656,Sosva,RU,59.1766,61.8558,-6.7,88,100,4.47,overcast clouds
657,Jedburgh,GB,55.48,-2.552,39.99,96,100,4.45,light rain
658,Tynda,RU,55.1667,124.7167,-33.56,80,100,2.3,overcast clouds
659,Hami,CN,42.8,93.45,19.78,73,93,3.74,overcast clouds
660,Antofagasta,CL,-23.65,-70.4,68.0,73,20,5.75,few clouds
661,Abha,SA,18.2164,42.5053,77.0,52,20,11.5,few clouds
662,Opunake,NZ,-39.4556,173.8583,55.0,81,60,11.99,broken clouds
663,Shambu,ET,9.5667,37.1,74.84,19,27,3.11,scattered clouds
664,Homer,US,59.6425,-151.5483,32.0,74,90,24.16,overcast clouds
665,Zhigalovo,RU,54.8097,105.1578,5.29,92,100,4.81,overcast clouds
666,Marathon,US,44.9,-89.7668,12.2,73,1,9.22,clear sky
667,Akure,NG,7.2526,5.1931,98.33,13,50,4.68,scattered clouds
668,Zhezkazgan,KZ,47.8043,67.7144,17.13,95,98,5.68,overcast clouds
669,Bambanglipuro,ID,-7.95,110.2833,79.02,83,100,3.31,light rain
670,Kampot,KH,10.6167,104.1833,77.0,73,0,2.3,clear sky
671,Nea Alikarnassos,GR,35.3333,25.1667,46.4,87,75,13.8,broken clouds
672,Luzhany,UA,48.3649,25.7717,27.0,72,78,3.18,broken clouds
673,Abu Kamal,SY,34.4506,40.9171,60.21,41,95,18.07,overcast clouds
674,Ourossogui,SN,15.6064,-13.3211,86.0,32,58,4.61,broken clouds
675,Hervey Bay,AU,-25.2986,152.8535,75.0,82,0,1.01,clear sky
676,Chunskiy,RU,56.0815,99.6342,4.87,93,100,7.63,overcast clouds
677,Athabasca,CA,54.7169,-113.2854,19.4,79,100,4.61,overcast clouds
678,Kiama,AU,-34.6833,150.8667,64.0,84,100,1.99,light rain
679,Moroni,KM,-11.7022,43.2551,83.25,72,100,8.34,overcast clouds
680,Mnogovershinnyy,RU,53.9353,139.9242,-21.98,82,99,8.37,overcast clouds
